,Statistic Label,Year,Age Group,Sex,Road User Type,UNIT,VALUE
7955,All Killed and Injured Casualties,2011,10 - 14 years,Male,Motor cyclists,Number,2
7956,All Killed and Injured Casualties,2011,10 - 14 years,Male,All Car users,Number,54
7957,All Killed and Injured Casualties,2011,10 - 14 years,Male,Car drivers,Number,0
7958,All Killed and Injured Casualties,2011,10 - 14 years,Male,Car passengers,Number,54
7959,All Killed and Injured Casualties,2011,10 - 14 years,Male,Other road users,Number,17
7961,All Killed and Injured Casualties,2011,10 - 14 years,Female,Pedestrians,Number,44
7962,All Killed and Injured Casualties,2011,10 - 14 years,Female,Pedal cyclists,Number,2
7963,All Killed and Injured Casualties,2011,10 - 14 years,Female,Motor cyclists,Number,0
7964,All Killed and Injured Casualties,2011,10 - 14 years,Female,All Car users,Number,53
7965,All Killed and Injured Casualties,2011,10 - 14 years,Female,Car drivers,Number,0
7966,All Killed and Injured Casualties,2011,10 - 14 years,Female,Car passengers,Number,53
7967,All Killed and Injured Casualties,2011,10 - 14 years,Female,Other road users,Number,1
7969,All Killed and Injured Casualties,2011,15 - 17 years,Male,Pedestrians,Number,20
7970,All Killed and Injured Casualties,2011,15 - 17 years,Male,Pedal cyclists,Number,14
7971,All Killed and Injured Casualties,2011,15 - 17 years,Male,Motor cyclists,Number,6
7972,All Killed and Injured Casualties,2011,15 - 17 years,Male,All Car users,Number,116
7973,All Killed and Injured Casualties,2011,15 - 17 years,Male,Car drivers,Number,36
7974,All Killed and Injured Casualties,2011,15 - 17 years,Male,Car passengers,Number,80
7975,All Killed and Injured Casualties,2011,15 - 17 years,Male,Other road users,Number,29
7977,All Killed and Injured Casualties,2011,15 - 17 years,Female,Pedestrians,Number,24
7978,All Killed and Injured Casualties,2011,15 - 17 years,Female,Pedal cyclists,Number,2
7979,All Killed and Injured Casualties,2011,15 - 17 years,Female,Motor cyclists,Number,1
7980,All Killed and Injured Casualties,2011,15 - 17 years,Female,All Car users,Number,82
7981,All Killed and Injured Casualties,2011,15 - 17 years,Female,Car drivers,Number,13
7982,All Killed and Injured Casualties,2011,15 - 17 years,Female,Car passengers,Number,69
7983,All Killed and Injured Casualties,2011,15 - 17 years,Female,Other road users,Number,4
7985,All Killed and Injured Casualties,2011,18 - 20 years,Male,Pedestrians,Number,45
7986,All Killed and Injured Casualties,2011,18 - 20 years,Male,Pedal cyclists,Number,14
7987,All Killed and Injured Casualties,2011,18 - 20 years,Male,Motor cyclists,Number,17
7988,All Killed and Injured Casualties,2011,18 - 20 years,Male,All Car users,Number,299
7989,All Killed and Injured Casualties,2011,18 - 20 years,Male,Car drivers,Number,152
7990,All Killed and Injured Casualties,2011,18 - 20 years,Male,Car passengers,Number,147
7991,All Killed and Injured Casualties,2011,18 - 20 years,Male,Other road users,Number,49
7993,All Killed and Injured Casualties,2011,18 - 20 years,Female,Pedestrians,Number,22
7994,All Killed and Injured Casualties,2011,18 - 20 years,Female,Pedal cyclists,Number,6
7995,All Killed and Injured Casualties,2011,18 - 20 years,Female,Motor cyclists,Number,2
7996,All Killed and Injured Casualties,2011,18 - 20 years,Female,All Car users,Number,237
7997,All Killed and Injured Casualties,2011,18 - 20 years,Female,Car drivers,Number,108
7998,All Killed and Injured Casualties,2011,18 - 20 years,Female,Car passengers,Number,129
7999,All Killed and Injured Casualties,2011,18 - 20 years,Female,Other road users,Number,10
8001,All Killed and Injured Casualties,2011,21 - 24 years,Male,Pedestrians,Number,45
8002,All Killed and Injured Casualties,2011,21 - 24 years,Male,Pedal cyclists,Number,24
8003,All Killed and Injured Casualties,2011,21 - 24 years,Male,Motor cyclists,Number,28
8004,All Killed and Injured Casualties,2011,21 - 24 years,Male,All Car users,Number,328
8005,All Killed and Injured Casualties,2011,21 - 24 years,Male,Car drivers,Number,186
8006,All Killed and Injured Casualties,2011,21 - 24 years,Male,Car passengers,Number,142
8007,All Killed and Injured Casualties,2011,21 - 24 years,Male,Other road users,Number,48
8009,All Killed and Injured Casualties,2011,21 - 24 years,Female,Pedestrians,Number,17
8010,All Killed and Injured Casualties,2011,21 - 24 years,Female,Pedal cyclists,Number,11
8011,All Killed and Injured Casualties,2011,21 - 24 years,Female,Motor cyclists,Number,4
8012,All Killed and Injured Casualties,2011,21 - 24 years,Female,All Car users,Number,305
8013,All Killed and Injured Casualties,2011,21 - 24 years,Female,Car drivers,Number,179
8014,All Killed and Injured Casualties,2011,21 - 24 years,Female,Car passengers,Number,126
8015,All Killed and Injured Casualties,2011,21 - 24 years,Female,Other road users,Number,17
8017,All Killed and Injured Casualties,2011,25 - 34 years,Male,Pedestrians,Number,106
8018,All Killed and Injured Casualties,2011,25 - 34 years,Male,Pedal cyclists,Number,62
8019,All Killed and Injured Casualties,2011,25 - 34 years,Male,Motor cyclists,Number,95
8020,All Killed and Injured Casualties,2011,25 - 34 years,Male,All Car users,Number,581
8021,All Killed and Injured Casualties,2011,25 - 34 years,Male,Car drivers,Number,387
8022,All Killed and Injured Casualties,2011,25 - 34 years,Male,Car passengers,Number,194
8023,All Killed and Injured Casualties,2011,25 - 34 years,Male,Other road users,Number,142
8025,All Killed and Injured Casualties,2011,25 - 34 years,Female,Pedestrians,Number,53
8026,All Killed and Injured Casualties,2011,25 - 34 years,Female,Pedal cyclists,Number,29
8027,All Killed and Injured Casualties,2011,25 - 34 years,Female,Motor cyclists,Number,10
8028,All Killed and Injured Casualties,2011,25 - 34 years,Female,All Car users,Number,551
8029,All Killed and Injured Casualties,2011,25 - 34 years,Female,Car drivers,Number,373
8030,All Killed and Injured Casualties,2011,25 - 34 years,Female,Car passengers,Number,178
8031,All Killed and Injured Casualties,2011,25 - 34 years,Female,Other road users,Number,32
8033,All Killed and Injured Casualties,2011,35 - 44 years,Male,Pedestrians,Number,44
8034,All Killed and Injured Casualties,2011,35 - 44 years,Male,Pedal cyclists,Number,52
8035,All Killed and Injured Casualties,2011,35 - 44 years,Male,Motor cyclists,Number,68
8036,All Killed and Injured Casualties,2011,35 - 44 years,Male,All Car users,Number,370
8037,All Killed and Injured Casualties,2011,35 - 44 years,Male,Car drivers,Number,298
8038,All Killed and Injured Casualties,2011,35 - 44 years,Male,Car passengers,Number,72
8039,All Killed and Injured Casualties,2011,35 - 44 years,Male,Other road users,Number,94
8041,All Killed and Injured Casualties,2011,35 - 44 years,Female,Pedestrians,Number,32
8042,All Killed and Injured Casualties,2011,35 - 44 years,Female,Pedal cyclists,Number,14
8043,All Killed and Injured Casualties,2011,35 - 44 years,Female,Motor cyclists,Number,6
8044,All Killed and Injured Casualties,2011,35 - 44 years,Female,All Car users,Number,370
8045,All Killed and Injured Casualties,2011,35 - 44 years,Female,Car drivers,Number,298
8046,All Killed and Injured Casualties,2011,35 - 44 years,Female,Car passengers,Number,72
8047,All Killed and Injured Casualties,2011,35 - 44 years,Female,Other road users,Number,20
8049,All Killed and Injured Casualties,2011,45 - 54 years,Male,Pedestrians,Number,53
8050,All Killed and Injured Casualties,2011,45 - 54 years,Male,Pedal cyclists,Number,44
8051,All Killed and Injured Casualties,2011,45 - 54 years,Male,Motor cyclists,Number,44
8052,All Killed and Injured Casualties,2011,45 - 54 years,Male,All Car users,Number,228
8053,All Killed and Injured Casualties,2011,45 - 54 years,Male,Car drivers,Number,192
8054,All Killed and Injured Casualties,2011,45 - 54 years,Male,Car passengers,Number,36
8055,All Killed and Injured Casualties,2011,45 - 54 years,Male,Other road users,Number,59
8057,All Killed and Injured Casualties,2011,45 - 54 years,Female,Pedestrians,Number,36
8058,All Killed and Injured Casualties,2011,45 - 54 years,Female,Pedal cyclists,Number,15
8059,All Killed and Injured Casualties,2011,45 - 54 years,Female,Motor cyclists,Number,3
8060,All Killed and Injured Casualties,2011,45 - 54 years,Female,All Car users,Number,260
8061,All Killed and Injured Casualties,2011,45 - 54 years,Female,Car drivers,Number,185
8062,All Killed and Injured Casualties,2011,45 - 54 years,Female,Car passengers,Number,75
8063,All Killed and Injured Casualties,2011,45 - 54 years,Female,Other road users,Number,13
8065,All Killed and Injured Casualties,2011,55 - 64 years,Male,Pedestrians,Number,53
8066,All Killed and Injured Casualties,2011,55 - 64 years,Male,Pedal cyclists,Number,22
8067,All Killed and Injured Casualties,2011,55 - 64 years,Male,Motor cyclists,Number,24
8068,All Killed and Injured Casualties,2011,55 - 64 years,Male,All Car users,Number,136
8069,All Killed and Injured Casualties,2011,55 - 64 years,Male,Car drivers,Number,104
8070,All Killed and Injured Casualties,2011,55 - 64 years,Male,Car passengers,Number,32
8071,All Killed and Injured Casualties,2011,55 - 64 years,Male,Other road users,Number,43
8073,All Killed and Injured Casualties,2011,55 - 64 years,Female,Pedestrians,Number,37
8074,All Killed and Injured Casualties,2011,55 - 64 years,Female,Pedal cyclists,Number,6
8075,All Killed and Injured Casualties,2011,55 - 64 years,Female,Motor cyclists,Number,5
8076,All Killed and Injured Casualties,2011,55 - 64 years,Female,All Car users,Number,180
8077,All Killed and Injured Casualties,2011,55 - 64 years,Female,Car drivers,Number,120
8078,All Killed and Injured Casualties,2011,55 - 64 years,Female,Car passengers,Number,60
8079,All Killed and Injured Casualties,2011,55 - 64 years,Female,Other road users,Number,8
8081,All Killed and Injured Casualties,2011,65 years and over,Male,Pedestrians,Number,57
8082,All Killed and Injured Casualties,2011,65 years and over,Male,Pedal cyclists,Number,13
8083,All Killed and Injured Casualties,2011,65 years and over,Male,Motor cyclists,Number,8
8084,All Killed and Injured Casualties,2011,65 years and over,Male,All Car users,Number,184
8085,All Killed and Injured Casualties,2011,65 years and over,Male,Car drivers,Number,158
8086,All Killed and Injured Casualties,2011,65 years and over,Male,Car passengers,Number,26
8087,All Killed and Injured Casualties,2011,65 years and over,Male,Other road users,Number,26
8089,All Killed and Injured Casualties,2011,65 years and over,Female,Pedestrians,Number,79
8090,All Killed and Injured Casualties,2011,65 years and over,Female,Pedal cyclists,Number,1
8091,All Killed and Injured Casualties,2011,65 years and over,Female,Motor cyclists,Number,1
8092,All Killed and Injured Casualties,2011,65 years and over,Female,All Car users,Number,191
8093,All Killed and Injured Casualties,2011,65 years and over,Female,Car drivers,Number,108
8094,All Killed and Injured Casualties,2011,65 years and over,Female,Car passengers,Number,83
8095,All Killed and Injured Casualties,2011,65 years and over,Female,Other road users,Number,7
8129,All Killed and Injured Casualties,2012,0 - 5 years,Male,Pedestrians,Number,40
8130,All Killed and Injured Casualties,2012,0 - 5 years,Male,Pedal cyclists,Number,1
8131,All Killed and Injured Casualties,2012,0 - 5 years,Male,Motor cyclists,Number,0
8132,All Killed and Injured Casualties,2012,0 - 5 years,Male,All Car users,Number,83
8133,All Killed and Injured Casualties,2012,0 - 5 years,Male,Car drivers,Number,0
8134,All Killed and Injured Casualties,2012,0 - 5 years,Male,Car passengers,Number,83
8135,All Killed and Injured Casualties,2012,0 - 5 years,Male,Other road users,Number,2
8137,All Killed and Injured Casualties,2012,0 - 5 years,Female,Pedestrians,Number,31
8138,All Killed and Injured Casualties,2012,0 - 5 years,Female,Pedal cyclists,Number,1
8139,All Killed and Injured Casualties,2012,0 - 5 years,Female,Motor cyclists,Number,0
8140,All Killed and Injured Casualties,2012,0 - 5 years,Female,All Car users,Number,56
8141,All Killed and Injured Casualties,2012,0 - 5 years,Female,Car drivers,Number,0
8142,All Killed and Injured Casualties,2012,0 - 5 years,Female,Car passengers,Number,56
8143,All Killed and Injured Casualties,2012,0 - 5 years,Female,Other road users,Number,2
8145,All Killed and Injured Casualties,2012,6 - 9 years,Male,Pedestrians,Number,42
8146,All Killed and Injured Casualties,2012,6 - 9 years,Male,Pedal cyclists,Number,12
8147,All Killed and Injured Casualties,2012,6 - 9 years,Male,Motor cyclists,Number,0
8148,All Killed and Injured Casualties,2012,6 - 9 years,Male,All Car users,Number,54
8149,All Killed and Injured Casualties,2012,6 - 9 years,Male,Car drivers,Number,0
8150,All Killed and Injured Casualties,2012,6 - 9 years,Male,Car passengers,Number,54
8151,All Killed and Injured Casualties,2012,6 - 9 years,Male,Other road users,Number,2
8153,All Killed and Injured Casualties,2012,6 - 9 years,Female,Pedestrians,Number,20
8154,All Killed and Injured Casualties,2012,6 - 9 years,Female,Pedal cyclists,Number,2
8155,All Killed and Injured Casualties,2012,6 - 9 years,Female,Motor cyclists,Number,0
8156,All Killed and Injured Casualties,2012,6 - 9 years,Female,All Car users,Number,48
8157,All Killed and Injured Casualties,2012,6 - 9 years,Female,Car drivers,Number,0
8158,All Killed and Injured Casualties,2012,6 - 9 years,Female,Car passengers,Number,48
8159,All Killed and Injured Casualties,2012,6 - 9 years,Female,Other road users,Number,0
8161,All Killed and Injured Casualties,2012,10 - 14 years,Male,Pedestrians,Number,54
8162,All Killed and Injured Casualties,2012,10 - 14 years,Male,Pedal cyclists,Number,31
8163,All Killed and Injured Casualties,2012,10 - 14 years,Male,Motor cyclists,Number,1
8164,All Killed and Injured Casualties,2012,10 - 14 years,Male,All Car users,Number,62
8165,All Killed and Injured Casualties,2012,10 - 14 years,Male,Car drivers,Number,0
8166,All Killed and Injured Casualties,2012,10 - 14 years,Male,Car passengers,Number,62
8167,All Killed and Injured Casualties,2012,10 - 14 years,Male,Other road users,Number,8
8169,All Killed and Injured Casualties,2012,10 - 14 years,Female,Pedestrians,Number,52
8170,All Killed and Injured Casualties,2012,10 - 14 years,Female,Pedal cyclists,Number,6
8171,All Killed and Injured Casualties,2012,10 - 14 years,Female,Motor cyclists,Number,0
8172,All Killed and Injured Casualties,2012,10 - 14 years,Female,All Car users,Number,67
8173,All Killed and Injured Casualties,2012,10 - 14 years,Female,Car drivers,Number,0
8174,All Killed and Injured Casualties,2012,10 - 14 years,Female,Car passengers,Number,67
8175,All Killed and Injured Casualties,2012,10 - 14 years,Female,Other road users,Number,1
8177,All Killed and Injured Casualties,2012,15 - 17 years,Male,Pedestrians,Number,38
8178,All Killed and Injured Casualties,2012,15 - 17 years,Male,Pedal cyclists,Number,26
