,Statistic,Year,Age Group,Sex,Road User Type,UNIT,VALUE
7370,All Killed and Injured Casualties,2010,18 - 20 years,Female,Pedal cyclists,Number,5
7371,All Killed and Injured Casualties,2010,18 - 20 years,Female,Motor cyclists,Number,2
7373,All Killed and Injured Casualties,2010,18 - 20 years,Female,Car drivers,Number,139
7374,All Killed and Injured Casualties,2010,18 - 20 years,Female,Car passengers,Number,155
7375,All Killed and Injured Casualties,2010,18 - 20 years,Female,Other road users,Number,13
7377,All Killed and Injured Casualties,2010,21 - 24 years,Male,Pedestrians,Number,44
7378,All Killed and Injured Casualties,2010,21 - 24 years,Male,Pedal cyclists,Number,14
7379,All Killed and Injured Casualties,2010,21 - 24 years,Male,Motor cyclists,Number,51
7381,All Killed and Injured Casualties,2010,21 - 24 years,Male,Car drivers,Number,205
7382,All Killed and Injured Casualties,2010,21 - 24 years,Male,Car passengers,Number,149
7383,All Killed and Injured Casualties,2010,21 - 24 years,Male,Other road users,Number,53
7385,All Killed and Injured Casualties,2010,21 - 24 years,Female,Pedestrians,Number,26
7386,All Killed and Injured Casualties,2010,21 - 24 years,Female,Pedal cyclists,Number,3
7387,All Killed and Injured Casualties,2010,21 - 24 years,Female,Motor cyclists,Number,3
7389,All Killed and Injured Casualties,2010,21 - 24 years,Female,Car drivers,Number,188
7390,All Killed and Injured Casualties,2010,21 - 24 years,Female,Car passengers,Number,119
7391,All Killed and Injured Casualties,2010,21 - 24 years,Female,Other road users,Number,16
7393,All Killed and Injured Casualties,2010,25 - 34 years,Male,Pedestrians,Number,87
7394,All Killed and Injured Casualties,2010,25 - 34 years,Male,Pedal cyclists,Number,68
7395,All Killed and Injured Casualties,2010,25 - 34 years,Male,Motor cyclists,Number,130
7397,All Killed and Injured Casualties,2010,25 - 34 years,Male,Car drivers,Number,462
7398,All Killed and Injured Casualties,2010,25 - 34 years,Male,Car passengers,Number,208
7399,All Killed and Injured Casualties,2010,25 - 34 years,Male,Other road users,Number,153
7401,All Killed and Injured Casualties,2010,25 - 34 years,Female,Pedestrians,Number,46
7402,All Killed and Injured Casualties,2010,25 - 34 years,Female,Pedal cyclists,Number,39
7403,All Killed and Injured Casualties,2010,25 - 34 years,Female,Motor cyclists,Number,12
7405,All Killed and Injured Casualties,2010,25 - 34 years,Female,Car drivers,Number,455
7406,All Killed and Injured Casualties,2010,25 - 34 years,Female,Car passengers,Number,217
7407,All Killed and Injured Casualties,2010,25 - 34 years,Female,Other road users,Number,27
7409,All Killed and Injured Casualties,2010,35 - 44 years,Male,Pedestrians,Number,61
7410,All Killed and Injured Casualties,2010,35 - 44 years,Male,Pedal cyclists,Number,54
7411,All Killed and Injured Casualties,2010,35 - 44 years,Male,Motor cyclists,Number,67
7413,All Killed and Injured Casualties,2010,35 - 44 years,Male,Car drivers,Number,314
7414,All Killed and Injured Casualties,2010,35 - 44 years,Male,Car passengers,Number,92
7415,All Killed and Injured Casualties,2010,35 - 44 years,Male,Other road users,Number,126
7417,All Killed and Injured Casualties,2010,35 - 44 years,Female,Pedestrians,Number,36
7418,All Killed and Injured Casualties,2010,35 - 44 years,Female,Pedal cyclists,Number,18
7419,All Killed and Injured Casualties,2010,35 - 44 years,Female,Motor cyclists,Number,6
7421,All Killed and Injured Casualties,2010,35 - 44 years,Female,Car drivers,Number,366
7422,All Killed and Injured Casualties,2010,35 - 44 years,Female,Car passengers,Number,96
7423,All Killed and Injured Casualties,2010,35 - 44 years,Female,Other road users,Number,21
7425,All Killed and Injured Casualties,2010,45 - 54 years,Male,Pedestrians,Number,46
7426,All Killed and Injured Casualties,2010,45 - 54 years,Male,Pedal cyclists,Number,43
7427,All Killed and Injured Casualties,2010,45 - 54 years,Male,Motor cyclists,Number,42
7429,All Killed and Injured Casualties,2010,45 - 54 years,Male,Car drivers,Number,202
7430,All Killed and Injured Casualties,2010,45 - 54 years,Male,Car passengers,Number,57
7431,All Killed and Injured Casualties,2010,45 - 54 years,Male,Other road users,Number,72
7433,All Killed and Injured Casualties,2010,45 - 54 years,Female,Pedestrians,Number,30
7434,All Killed and Injured Casualties,2010,45 - 54 years,Female,Pedal cyclists,Number,9
7435,All Killed and Injured Casualties,2010,45 - 54 years,Female,Motor cyclists,Number,4
7437,All Killed and Injured Casualties,2010,45 - 54 years,Female,Car drivers,Number,228
7438,All Killed and Injured Casualties,2010,45 - 54 years,Female,Car passengers,Number,103
7439,All Killed and Injured Casualties,2010,45 - 54 years,Female,Other road users,Number,17
7441,All Killed and Injured Casualties,2010,55 - 64 years,Male,Pedestrians,Number,47
7442,All Killed and Injured Casualties,2010,55 - 64 years,Male,Pedal cyclists,Number,26
7443,All Killed and Injured Casualties,2010,55 - 64 years,Male,Motor cyclists,Number,20
7445,All Killed and Injured Casualties,2010,55 - 64 years,Male,Car drivers,Number,135
7446,All Killed and Injured Casualties,2010,55 - 64 years,Male,Car passengers,Number,33
7447,All Killed and Injured Casualties,2010,55 - 64 years,Male,Other road users,Number,50
7449,All Killed and Injured Casualties,2010,55 - 64 years,Female,Pedestrians,Number,48
7450,All Killed and Injured Casualties,2010,55 - 64 years,Female,Pedal cyclists,Number,7
7451,All Killed and Injured Casualties,2010,55 - 64 years,Female,Motor cyclists,Number,0
7453,All Killed and Injured Casualties,2010,55 - 64 years,Female,Car drivers,Number,140
7454,All Killed and Injured Casualties,2010,55 - 64 years,Female,Car passengers,Number,93
7455,All Killed and Injured Casualties,2010,55 - 64 years,Female,Other road users,Number,10
7457,All Killed and Injured Casualties,2010,65 years and over,Male,Pedestrians,Number,46
7458,All Killed and Injured Casualties,2010,65 years and over,Male,Pedal cyclists,Number,17
7459,All Killed and Injured Casualties,2010,65 years and over,Male,Motor cyclists,Number,4
7461,All Killed and Injured Casualties,2010,65 years and over,Male,Car drivers,Number,186
7462,All Killed and Injured Casualties,2010,65 years and over,Male,Car passengers,Number,30
7463,All Killed and Injured Casualties,2010,65 years and over,Male,Other road users,Number,17
7465,All Killed and Injured Casualties,2010,65 years and over,Female,Pedestrians,Number,56
7466,All Killed and Injured Casualties,2010,65 years and over,Female,Pedal cyclists,Number,0
7467,All Killed and Injured Casualties,2010,65 years and over,Female,Motor cyclists,Number,0
7469,All Killed and Injured Casualties,2010,65 years and over,Female,Car drivers,Number,115
7470,All Killed and Injured Casualties,2010,65 years and over,Female,Car passengers,Number,97
7471,All Killed and Injured Casualties,2010,65 years and over,Female,Other road users,Number,6
7473,All Killed and Injured Casualties,2010,Age unknown,Male,Pedestrians,Number,10
7474,All Killed and Injured Casualties,2010,Age unknown,Male,Pedal cyclists,Number,7
7475,All Killed and Injured Casualties,2010,Age unknown,Male,Motor cyclists,Number,3
7477,All Killed and Injured Casualties,2010,Age unknown,Male,Car drivers,Number,7
7478,All Killed and Injured Casualties,2010,Age unknown,Male,Car passengers,Number,12
7479,All Killed and Injured Casualties,2010,Age unknown,Male,Other road users,Number,3
7481,All Killed and Injured Casualties,2010,Age unknown,Female,Pedestrians,Number,6
7482,All Killed and Injured Casualties,2010,Age unknown,Female,Pedal cyclists,Number,0
7483,All Killed and Injured Casualties,2010,Age unknown,Female,Motor cyclists,Number,0
7485,All Killed and Injured Casualties,2010,Age unknown,Female,Car drivers,Number,7
7486,All Killed and Injured Casualties,2010,Age unknown,Female,Car passengers,Number,11
7487,All Killed and Injured Casualties,2010,Age unknown,Female,Other road users,Number,2
7489,All Killed and Injured Casualties,2011,All ages,Male,Pedestrians,Number,567
7490,All Killed and Injured Casualties,2011,All ages,Male,Pedal cyclists,Number,298
7491,All Killed and Injured Casualties,2011,All ages,Male,Motor cyclists,Number,296
7493,All Killed and Injured Casualties,2011,All ages,Male,Car drivers,Number,1523
7494,All Killed and Injured Casualties,2011,All ages,Male,Car passengers,Number,890
7495,All Killed and Injured Casualties,2011,All ages,Male,Other road users,Number,525
7497,All Killed and Injured Casualties,2011,All ages,Female,Pedestrians,Number,397
7498,All Killed and Injured Casualties,2011,All ages,Female,Pedal cyclists,Number,89
7499,All Killed and Injured Casualties,2011,All ages,Female,Motor cyclists,Number,33
7501,All Killed and Injured Casualties,2011,All ages,Female,Car drivers,Number,1388
7502,All Killed and Injured Casualties,2011,All ages,Female,Car passengers,Number,973
7503,All Killed and Injured Casualties,2011,All ages,Female,Other road users,Number,112
7505,All Killed and Injured Casualties,2011,0 - 5 years,Male,Pedestrians,Number,39
7506,All Killed and Injured Casualties,2011,0 - 5 years,Male,Pedal cyclists,Number,4
7507,All Killed and Injured Casualties,2011,0 - 5 years,Male,Motor cyclists,Number,0
7509,All Killed and Injured Casualties,2011,0 - 5 years,Male,Car drivers,Number,0
7510,All Killed and Injured Casualties,2011,0 - 5 years,Male,Car passengers,Number,55
7511,All Killed and Injured Casualties,2011,0 - 5 years,Male,Other road users,Number,2
7513,All Killed and Injured Casualties,2011,0 - 5 years,Female,Pedestrians,Number,24
7514,All Killed and Injured Casualties,2011,0 - 5 years,Female,Pedal cyclists,Number,0
7515,All Killed and Injured Casualties,2011,0 - 5 years,Female,Motor cyclists,Number,0
7517,All Killed and Injured Casualties,2011,0 - 5 years,Female,Car drivers,Number,0
7518,All Killed and Injured Casualties,2011,0 - 5 years,Female,Car passengers,Number,69
7519,All Killed and Injured Casualties,2011,0 - 5 years,Female,Other road users,Number,0
7521,All Killed and Injured Casualties,2011,6 - 9 years,Male,Pedestrians,Number,46
7522,All Killed and Injured Casualties,2011,6 - 9 years,Male,Pedal cyclists,Number,19
7523,All Killed and Injured Casualties,2011,6 - 9 years,Male,Motor cyclists,Number,0
7525,All Killed and Injured Casualties,2011,6 - 9 years,Male,Car drivers,Number,0
7526,All Killed and Injured Casualties,2011,6 - 9 years,Male,Car passengers,Number,40
7527,All Killed and Injured Casualties,2011,6 - 9 years,Male,Other road users,Number,8
7529,All Killed and Injured Casualties,2011,6 - 9 years,Female,Pedestrians,Number,23
7530,All Killed and Injured Casualties,2011,6 - 9 years,Female,Pedal cyclists,Number,2
7531,All Killed and Injured Casualties,2011,6 - 9 years,Female,Motor cyclists,Number,0
7533,All Killed and Injured Casualties,2011,6 - 9 years,Female,Car drivers,Number,0
7534,All Killed and Injured Casualties,2011,6 - 9 years,Female,Car passengers,Number,49
7535,All Killed and Injured Casualties,2011,6 - 9 years,Female,Other road users,Number,0
7537,All Killed and Injured Casualties,2011,10 - 14 years,Male,Pedestrians,Number,52
7538,All Killed and Injured Casualties,2011,10 - 14 years,Male,Pedal cyclists,Number,25
7539,All Killed and Injured Casualties,2011,10 - 14 years,Male,Motor cyclists,Number,2
7541,All Killed and Injured Casualties,2011,10 - 14 years,Male,Car drivers,Number,0
7542,All Killed and Injured Casualties,2011,10 - 14 years,Male,Car passengers,Number,54
7543,All Killed and Injured Casualties,2011,10 - 14 years,Male,Other road users,Number,17
7545,All Killed and Injured Casualties,2011,10 - 14 years,Female,Pedestrians,Number,44
7546,All Killed and Injured Casualties,2011,10 - 14 years,Female,Pedal cyclists,Number,2
7547,All Killed and Injured Casualties,2011,10 - 14 years,Female,Motor cyclists,Number,0
7549,All Killed and Injured Casualties,2011,10 - 14 years,Female,Car drivers,Number,0
7550,All Killed and Injured Casualties,2011,10 - 14 years,Female,Car passengers,Number,53
7551,All Killed and Injured Casualties,2011,10 - 14 years,Female,Other road users,Number,1
7553,All Killed and Injured Casualties,2011,15 - 17 years,Male,Pedestrians,Number,20
7554,All Killed and Injured Casualties,2011,15 - 17 years,Male,Pedal cyclists,Number,14
7555,All Killed and Injured Casualties,2011,15 - 17 years,Male,Motor cyclists,Number,6
7557,All Killed and Injured Casualties,2011,15 - 17 years,Male,Car drivers,Number,36
7558,All Killed and Injured Casualties,2011,15 - 17 years,Male,Car passengers,Number,80
7559,All Killed and Injured Casualties,2011,15 - 17 years,Male,Other road users,Number,29
7561,All Killed and Injured Casualties,2011,15 - 17 years,Female,Pedestrians,Number,24
7562,All Killed and Injured Casualties,2011,15 - 17 years,Female,Pedal cyclists,Number,2
7563,All Killed and Injured Casualties,2011,15 - 17 years,Female,Motor cyclists,Number,1
7565,All Killed and Injured Casualties,2011,15 - 17 years,Female,Car drivers,Number,13
7566,All Killed and Injured Casualties,2011,15 - 17 years,Female,Car passengers,Number,69
7567,All Killed and Injured Casualties,2011,15 - 17 years,Female,Other road users,Number,4
7569,All Killed and Injured Casualties,2011,18 - 20 years,Male,Pedestrians,Number,45
7570,All Killed and Injured Casualties,2011,18 - 20 years,Male,Pedal cyclists,Number,14
7571,All Killed and Injured Casualties,2011,18 - 20 years,Male,Motor cyclists,Number,17
7573,All Killed and Injured Casualties,2011,18 - 20 years,Male,Car drivers,Number,152
7574,All Killed and Injured Casualties,2011,18 - 20 years,Male,Car passengers,Number,147
7575,All Killed and Injured Casualties,2011,18 - 20 years,Male,Other road users,Number,49
7577,All Killed and Injured Casualties,2011,18 - 20 years,Female,Pedestrians,Number,22
7578,All Killed and Injured Casualties,2011,18 - 20 years,Female,Pedal cyclists,Number,6
7579,All Killed and Injured Casualties,2011,18 - 20 years,Female,Motor cyclists,Number,2
7581,All Killed and Injured Casualties,2011,18 - 20 years,Female,Car drivers,Number,108
7582,All Killed and Injured Casualties,2011,18 - 20 years,Female,Car passengers,Number,129
7583,All Killed and Injured Casualties,2011,18 - 20 years,Female,Other road users,Number,10
7585,All Killed and Injured Casualties,2011,21 - 24 years,Male,Pedestrians,Number,45
7586,All Killed and Injured Casualties,2011,21 - 24 years,Male,Pedal cyclists,Number,24
7587,All Killed and Injured Casualties,2011,21 - 24 years,Male,Motor cyclists,Number,28
7589,All Killed and Injured Casualties,2011,21 - 24 years,Male,Car drivers,Number,186
7590,All Killed and Injured Casualties,2011,21 - 24 years,Male,Car passengers,Number,142
7591,All Killed and Injured Casualties,2011,21 - 24 years,Male,Other road users,Number,48
7593,All Killed and Injured Casualties,2011,21 - 24 years,Female,Pedestrians,Number,17
7594,All Killed and Injured Casualties,2011,21 - 24 years,Female,Pedal cyclists,Number,11
